# x_m, y_m, w_tr_right_m, w_tr_left_m
-5.93534e+02,-8.49034e+02,1.10000e+00,1.10000e+00
-5.96296e+02,-8.52379e+02,1.10000e+00,1.10000e+00
-5.99043e+02,-8.55733e+02,1.10000e+00,1.10000e+00
-6.01770e+02,-8.59103e+02,1.10000e+00,1.10000e+00
-6.04468e+02,-8.62493e+02,1.10000e+00,1.10000e+00
-6.07130e+02,-8.65910e+02,1.10000e+00,1.10000e+00
-6.09750e+02,-8.69359e+02,1.10000e+00,1.10000e+00
-6.12321e+02,-8.72846e+02,1.10000e+00,1.10000e+00
-6.14846e+02,-8.76367e+02,1.10000e+00,1.10000e+00
-6.17327e+02,-8.79922e+02,1.10000e+00,1.10000e+00
-6.19769e+02,-8.83506e+02,1.10000e+00,1.10000e+00
-6.22174e+02,-8.87116e+02,1.10000e+00,1.10000e+00
-6.24547e+02,-8.90751e+02,1.10000e+00,1.10000e+00
-6.26891e+02,-8.94405e+02,1.10000e+00,1.10000e+00
-6.29209e+02,-8.98077e+02,1.10000e+00,1.10000e+00
-6.31505e+02,-9.01764e+02,1.10000e+00,1.10000e+00
-6.33784e+02,-9.05462e+02,1.10000e+00,1.10000e+00
-6.36047e+02,-9.09169e+02,1.10000e+00,1.10000e+00
-6.38299e+02,-9.12881e+02,1.10000e+00,1.10000e+00
-6.40543e+02,-9.16595e+02,1.10000e+00,1.10000e+00
-6.42783e+02,-9.20309e+02,1.10000e+00,1.10000e+00
-6.45022e+02,-9.24020e+02,1.10000e+00,1.10000e+00
-6.47265e+02,-9.27724e+02,1.10000e+00,1.10000e+00
-6.49520e+02,-9.31414e+02,1.10000e+00,1.10000e+00
-6.51831e+02,-9.35069e+02,1.10000e+00,1.10000e+00
-6.54246e+02,-9.38663e+02,1.10000e+00,1.10000e+00
-6.56815e+02,-9.42168e+02,1.10000e+00,1.10000e+00
-6.59586e+02,-9.45541e+02,1.10000e+00,1.10000e+00
-6.62603e+02,-9.48668e+02,1.10000e+00,1.10000e+00
-6.65908e+02,-9.51415e+02,1.10000e+00,1.10000e+00
-6.69544e+02,-9.53646e+02,1.10000e+00,1.10000e+00
-6.73524e+02,-9.55248e+02,1.10000e+00,1.10000e+00
-6.77742e+02,-9.56185e+02,1.10000e+00,1.10000e+00
-6.82060e+02,-9.56445e+02,1.10000e+00,1.10000e+00
-6.86341e+02,-9.56016e+02,1.10000e+00,1.10000e+00
-6.90485e+02,-9.54933e+02,1.10000e+00,1.10000e+00
-6.94550e+02,-9.53429e+02,1.10000e+00,1.10000e+00
-6.98580e+02,-9.51706e+02,1.10000e+00,1.10000e+00
-7.02386e+02,-9.49628e+02,1.10000e+00,1.10000e+00
-7.05767e+02,-9.47023e+02,1.10000e+00,1.10000e+00
-7.08707e+02,-9.43932e+02,1.10000e+00,1.10000e+00
-7.11238e+02,-9.40450e+02,1.10000e+00,1.10000e+00
-7.13391e+02,-9.36671e+02,1.10000e+00,1.10000e+00
-7.15193e+02,-9.32687e+02,1.10000e+00,1.10000e+00
-7.16611e+02,-9.28562e+02,1.10000e+00,1.10000e+00
-7.17569e+02,-9.24339e+02,1.10000e+00,1.10000e+00
-7.17989e+02,-9.20060e+02,1.10000e+00,1.10000e+00
-7.17797e+02,-9.15769e+02,1.10000e+00,1.10000e+00
-7.17012e+02,-9.11518e+02,1.10000e+00,1.10000e+00
-7.15718e+02,-9.07368e+02,1.10000e+00,1.10000e+00
-7.14006e+02,-9.03359e+02,1.10000e+00,1.10000e+00
-7.11963e+02,-8.99522e+02,1.10000e+00,1.10000e+00
-7.09564e+02,-8.95941e+02,1.10000e+00,1.10000e+00
-7.06717e+02,-8.92729e+02,1.10000e+00,1.10000e+00
-7.03532e+02,-8.89804e+02,1.10000e+00,1.10000e+00
-7.00256e+02,-8.86954e+02,1.10000e+00,1.10000e+00
-6.96996e+02,-8.84087e+02,1.10000e+00,1.10000e+00
-6.93752e+02,-8.81203e+02,1.10000e+00,1.10000e+00
-6.90525e+02,-8.78302e+02,1.10000e+00,1.10000e+00
-6.87311e+02,-8.75388e+02,1.10000e+00,1.10000e+00
-6.84110e+02,-8.72460e+02,1.10000e+00,1.10000e+00
-6.80921e+02,-8.69519e+02,1.10000e+00,1.10000e+00
-6.77742e+02,-8.66568e+02,1.10000e+00,1.10000e+00
-6.74573e+02,-8.63608e+02,1.10000e+00,1.10000e+00
-6.71411e+02,-8.60639e+02,1.10000e+00,1.10000e+00
-6.68256e+02,-8.57663e+02,1.10000e+00,1.10000e+00
-6.65107e+02,-8.54681e+02,1.10000e+00,1.10000e+00
-6.61962e+02,-8.51695e+02,1.10000e+00,1.10000e+00
-6.58819e+02,-8.48706e+02,1.10000e+00,1.10000e+00
-6.55678e+02,-8.45714e+02,1.10000e+00,1.10000e+00
-6.52538e+02,-8.42723e+02,1.10000e+00,1.10000e+00
-6.49397e+02,-8.39731e+02,1.10000e+00,1.10000e+00
-6.46254e+02,-8.36741e+02,1.10000e+00,1.10000e+00
-6.43111e+02,-8.33752e+02,1.10000e+00,1.10000e+00
-6.39966e+02,-8.30764e+02,1.10000e+00,1.10000e+00
-6.36820e+02,-8.27776e+02,1.10000e+00,1.10000e+00
-6.33673e+02,-8.24790e+02,1.10000e+00,1.10000e+00
-6.30526e+02,-8.21804e+02,1.10000e+00,1.10000e+00
-6.27377e+02,-8.18819e+02,1.10000e+00,1.10000e+00
-6.24228e+02,-8.15835e+02,1.10000e+00,1.10000e+00
-6.21078e+02,-8.12851e+02,1.10000e+00,1.10000e+00
-6.17928e+02,-8.09868e+02,1.10000e+00,1.10000e+00
-6.14777e+02,-8.06885e+02,1.10000e+00,1.10000e+00
-6.11626e+02,-8.03903e+02,1.10000e+00,1.10000e+00
-6.08474e+02,-8.00921e+02,1.10000e+00,1.10000e+00
-6.05323e+02,-7.97940e+02,1.10000e+00,1.10000e+00
-6.02171e+02,-7.94959e+02,1.10000e+00,1.10000e+00
-5.99018e+02,-7.91978e+02,1.10000e+00,1.10000e+00
-5.95866e+02,-7.88997e+02,1.10000e+00,1.10000e+00
-5.92714e+02,-7.86017e+02,1.10000e+00,1.10000e+00
-5.89562e+02,-7.83036e+02,1.10000e+00,1.10000e+00
-5.86410e+02,-7.80056e+02,1.10000e+00,1.10000e+00
-5.83259e+02,-7.77075e+02,1.10000e+00,1.10000e+00
-5.80108e+02,-7.74095e+02,1.10000e+00,1.10000e+00
-5.76957e+02,-7.71114e+02,1.10000e+00,1.10000e+00
-5.73807e+02,-7.68133e+02,1.10000e+00,1.10000e+00
-5.70657e+02,-7.65152e+02,1.10000e+00,1.10000e+00
-5.67508e+02,-7.62171e+02,1.10000e+00,1.10000e+00
-5.64360e+02,-7.59189e+02,1.10000e+00,1.10000e+00
-5.61213e+02,-7.56207e+02,1.10000e+00,1.10000e+00
-5.58066e+02,-7.53224e+02,1.10000e+00,1.10000e+00
-5.54921e+02,-7.50241e+02,1.10000e+00,1.10000e+00
-5.51776e+02,-7.47257e+02,1.10000e+00,1.10000e+00
-5.48633e+02,-7.44272e+02,1.10000e+00,1.10000e+00
-5.45490e+02,-7.41284e+02,1.10000e+00,1.10000e+00
-5.42348e+02,-7.38290e+02,1.10000e+00,1.10000e+00
-5.39205e+02,-7.35286e+02,1.10000e+00,1.10000e+00
-5.36061e+02,-7.32267e+02,1.10000e+00,1.10000e+00
-5.32949e+02,-7.29212e+02,1.10000e+00,1.10000e+00
-5.29959e+02,-7.26062e+02,1.10000e+00,1.10000e+00
-5.27189e+02,-7.22756e+02,1.10000e+00,1.10000e+00
-5.24737e+02,-7.19231e+02,1.10000e+00,1.10000e+00
-5.22641e+02,-7.15469e+02,1.10000e+00,1.10000e+00
-5.20829e+02,-7.11527e+02,1.10000e+00,1.10000e+00
-5.19219e+02,-7.07470e+02,1.10000e+00,1.10000e+00
-5.17727e+02,-7.03365e+02,1.10000e+00,1.10000e+00
-5.16311e+02,-6.99250e+02,1.10000e+00,1.10000e+00
-5.14999e+02,-6.95118e+02,1.10000e+00,1.10000e+00
-5.13830e+02,-6.90953e+02,1.10000e+00,1.10000e+00
-5.12840e+02,-6.86744e+02,1.10000e+00,1.10000e+00
-5.12053e+02,-6.82486e+02,1.10000e+00,1.10000e+00
-5.11474e+02,-6.78188e+02,1.10000e+00,1.10000e+00
-5.11103e+02,-6.73864e+02,1.10000e+00,1.10000e+00
-5.10944e+02,-6.69527e+02,1.10000e+00,1.10000e+00
-5.10996e+02,-6.65187e+02,1.10000e+00,1.10000e+00
-5.11261e+02,-6.60859e+02,1.10000e+00,1.10000e+00
-5.11742e+02,-6.56554e+02,1.10000e+00,1.10000e+00
-5.12439e+02,-6.52285e+02,1.10000e+00,1.10000e+00
-5.13338e+02,-6.48056e+02,1.10000e+00,1.10000e+00
-5.14397e+02,-6.43859e+02,1.10000e+00,1.10000e+00
-5.15571e+02,-6.39685e+02,1.10000e+00,1.10000e+00
-5.16816e+02,-6.35524e+02,1.10000e+00,1.10000e+00
-5.18086e+02,-6.31367e+02,1.10000e+00,1.10000e+00
-5.19338e+02,-6.27203e+02,1.10000e+00,1.10000e+00
-5.20525e+02,-6.23024e+02,1.10000e+00,1.10000e+00
-5.21604e+02,-6.18819e+02,1.10000e+00,1.10000e+00
-5.22545e+02,-6.14584e+02,1.10000e+00,1.10000e+00
-5.23342e+02,-6.10323e+02,1.10000e+00,1.10000e+00
-5.23993e+02,-6.06038e+02,1.10000e+00,1.10000e+00
-5.24494e+02,-6.01734e+02,1.10000e+00,1.10000e+00
-5.24845e+02,-5.97415e+02,1.10000e+00,1.10000e+00
-5.25041e+02,-5.93085e+02,1.10000e+00,1.10000e+00
-5.25080e+02,-5.88747e+02,1.10000e+00,1.10000e+00
-5.24960e+02,-5.84406e+02,1.10000e+00,1.10000e+00
-5.24672e+02,-5.80070e+02,1.10000e+00,1.10000e+00
-5.24195e+02,-5.75754e+02,1.10000e+00,1.10000e+00
-5.23509e+02,-5.71474e+02,1.10000e+00,1.10000e+00
-5.22594e+02,-5.67245e+02,1.10000e+00,1.10000e+00
-5.21457e+02,-5.63072e+02,1.10000e+00,1.10000e+00
-5.20154e+02,-5.58942e+02,1.10000e+00,1.10000e+00
-5.18744e+02,-5.54840e+02,1.10000e+00,1.10000e+00
-5.17287e+02,-5.50751e+02,1.10000e+00,1.10000e+00
-5.15823e+02,-5.46664e+02,1.10000e+00,1.10000e+00
-5.14354e+02,-5.42580e+02,1.10000e+00,1.10000e+00
-5.12881e+02,-5.38498e+02,1.10000e+00,1.10000e+00
-5.11404e+02,-5.34417e+02,1.10000e+00,1.10000e+00
-5.09926e+02,-5.30338e+02,1.10000e+00,1.10000e+00
-5.08445e+02,-5.26259e+02,1.10000e+00,1.10000e+00
-5.06962e+02,-5.22182e+02,1.10000e+00,1.10000e+00
-5.05478e+02,-5.18105e+02,1.10000e+00,1.10000e+00
-5.03994e+02,-5.14028e+02,1.10000e+00,1.10000e+00
-5.02510e+02,-5.09952e+02,1.10000e+00,1.10000e+00
-5.01027e+02,-5.05876e+02,1.10000e+00,1.10000e+00
-4.99545e+02,-5.01799e+02,1.10000e+00,1.10000e+00
-4.98064e+02,-4.97722e+02,1.10000e+00,1.10000e+00
-4.96586e+02,-4.93644e+02,1.10000e+00,1.10000e+00
-4.95111e+02,-4.89565e+02,1.10000e+00,1.10000e+00
-4.93639e+02,-4.85485e+02,1.10000e+00,1.10000e+00
-4.92171e+02,-4.81404e+02,1.10000e+00,1.10000e+00
-4.90707e+02,-4.77321e+02,1.10000e+00,1.10000e+00
-4.89246e+02,-4.73237e+02,1.10000e+00,1.10000e+00
-4.87789e+02,-4.69152e+02,1.10000e+00,1.10000e+00
-4.86334e+02,-4.65065e+02,1.10000e+00,1.10000e+00
-4.84883e+02,-4.60978e+02,1.10000e+00,1.10000e+00
-4.83435e+02,-4.56889e+02,1.10000e+00,1.10000e+00
-4.81989e+02,-4.52800e+02,1.10000e+00,1.10000e+00
-4.80547e+02,-4.48709e+02,1.10000e+00,1.10000e+00
-4.79106e+02,-4.44618e+02,1.10000e+00,1.10000e+00
-4.77668e+02,-4.40525e+02,1.10000e+00,1.10000e+00
-4.76233e+02,-4.36432e+02,1.10000e+00,1.10000e+00
-4.74799e+02,-4.32338e+02,1.10000e+00,1.10000e+00
-4.73367e+02,-4.28244e+02,1.10000e+00,1.10000e+00
-4.71937e+02,-4.24148e+02,1.10000e+00,1.10000e+00
-4.70509e+02,-4.20052e+02,1.10000e+00,1.10000e+00
-4.69082e+02,-4.15956e+02,1.10000e+00,1.10000e+00
-4.67657e+02,-4.11859e+02,1.10000e+00,1.10000e+00
-4.66233e+02,-4.07761e+02,1.10000e+00,1.10000e+00
-4.64810e+02,-4.03663e+02,1.10000e+00,1.10000e+00
-4.63388e+02,-3.99565e+02,1.10000e+00,1.10000e+00
-4.61966e+02,-3.95466e+02,1.10000e+00,1.10000e+00
-4.60546e+02,-3.91367e+02,1.10000e+00,1.10000e+00
-4.59126e+02,-3.87268e+02,1.10000e+00,1.10000e+00
-4.57706e+02,-3.83169e+02,1.10000e+00,1.10000e+00
-4.56287e+02,-3.79069e+02,1.10000e+00,1.10000e+00
-4.54868e+02,-3.74970e+02,1.10000e+00,1.10000e+00
-4.53448e+02,-3.70870e+02,1.10000e+00,1.10000e+00
-4.52029e+02,-3.66770e+02,1.10000e+00,1.10000e+00
-4.50609e+02,-3.62671e+02,1.10000e+00,1.10000e+00
-4.49189e+02,-3.58571e+02,1.10000e+00,1.10000e+00
-4.47768e+02,-3.54472e+02,1.10000e+00,1.10000e+00
-4.46346e+02,-3.50373e+02,1.10000e+00,1.10000e+00
-4.44924e+02,-3.46274e+02,1.10000e+00,1.10000e+00
-4.43501e+02,-3.42175e+02,1.10000e+00,1.10000e+00
-4.42077e+02,-3.38077e+02,1.10000e+00,1.10000e+00
-4.40653e+02,-3.33980e+02,1.10000e+00,1.10000e+00
-4.39227e+02,-3.29882e+02,1.10000e+00,1.10000e+00
-4.37801e+02,-3.25786e+02,1.10000e+00,1.10000e+00
-4.36374e+02,-3.21689e+02,1.10000e+00,1.10000e+00
-4.34946e+02,-3.17594e+02,1.10000e+00,1.10000e+00
-4.33518e+02,-3.13499e+02,1.10000e+00,1.10000e+00
-4.32088e+02,-3.09405e+02,1.10000e+00,1.10000e+00
-4.30658e+02,-3.05312e+02,1.10000e+00,1.10000e+00
-4.29227e+02,-3.01219e+02,1.10000e+00,1.10000e+00
-4.27795e+02,-2.97128e+02,1.10000e+00,1.10000e+00
-4.26362e+02,-2.93037e+02,1.10000e+00,1.10000e+00
-4.24928e+02,-2.88948e+02,1.10000e+00,1.10000e+00
-4.23493e+02,-2.84859e+02,1.10000e+00,1.10000e+00
-4.22051e+02,-2.80770e+02,1.10000e+00,1.10000e+00
-4.20596e+02,-2.76680e+02,1.10000e+00,1.10000e+00
-4.19123e+02,-2.72586e+02,1.10000e+00,1.10000e+00
-4.17634e+02,-2.68487e+02,1.10000e+00,1.10000e+00
-4.16175e+02,-2.64377e+02,1.10000e+00,1.10000e+00
-4.14803e+02,-2.60251e+02,1.10000e+00,1.10000e+00
-4.13572e+02,-2.56103e+02,1.10000e+00,1.10000e+00
-4.12546e+02,-2.51926e+02,1.10000e+00,1.10000e+00
-4.11810e+02,-2.47712e+02,1.10000e+00,1.10000e+00
-4.11456e+02,-2.43453e+02,1.10000e+00,1.10000e+00
-4.11575e+02,-2.39140e+02,1.10000e+00,1.10000e+00
-4.12244e+02,-2.34787e+02,1.10000e+00,1.10000e+00
-4.13472e+02,-2.30516e+02,1.10000e+00,1.10000e+00
-4.15249e+02,-2.26477e+02,1.10000e+00,1.10000e+00
-4.17563e+02,-2.22818e+02,1.10000e+00,1.10000e+00
-4.20390e+02,-2.19652e+02,1.10000e+00,1.10000e+00
-4.23640e+02,-2.16927e+02,1.10000e+00,1.10000e+00
-4.27206e+02,-2.14550e+02,1.10000e+00,1.10000e+00
-4.30981e+02,-2.12424e+02,1.10000e+00,1.10000e+00
-4.34860e+02,-2.10459e+02,1.10000e+00,1.10000e+00
-4.38787e+02,-2.08593e+02,1.10000e+00,1.10000e+00
-4.42742e+02,-2.06789e+02,1.10000e+00,1.10000e+00
-4.46708e+02,-2.05012e+02,1.10000e+00,1.10000e+00
-4.50667e+02,-2.03228e+02,1.10000e+00,1.10000e+00
-4.54612e+02,-2.01425e+02,1.10000e+00,1.10000e+00
-4.58547e+02,-1.99604e+02,1.10000e+00,1.10000e+00
-4.62474e+02,-1.97770e+02,1.10000e+00,1.10000e+00
-4.66395e+02,-1.95926e+02,1.10000e+00,1.10000e+00
-4.70314e+02,-1.94076e+02,1.10000e+00,1.10000e+00
-4.74233e+02,-1.92224e+02,1.10000e+00,1.10000e+00
-4.78155e+02,-1.90372e+02,1.10000e+00,1.10000e+00
-4.82082e+02,-1.88525e+02,1.10000e+00,1.10000e+00
-4.86015e+02,-1.86683e+02,1.10000e+00,1.10000e+00
-4.89953e+02,-1.84846e+02,1.10000e+00,1.10000e+00
-4.93892e+02,-1.83014e+02,1.10000e+00,1.10000e+00
-4.97832e+02,-1.81187e+02,1.10000e+00,1.10000e+00
-5.01770e+02,-1.79364e+02,1.10000e+00,1.10000e+00
-5.05705e+02,-1.77545e+02,1.10000e+00,1.10000e+00
-5.09634e+02,-1.75729e+02,1.10000e+00,1.10000e+00
-5.13557e+02,-1.73915e+02,1.10000e+00,1.10000e+00
-5.17476e+02,-1.72097e+02,1.10000e+00,1.10000e+00
-5.21395e+02,-1.70261e+02,1.10000e+00,1.10000e+00
-5.25321e+02,-1.68397e+02,1.10000e+00,1.10000e+00
-5.29255e+02,-1.66487e+02,1.10000e+00,1.10000e+00
-5.33139e+02,-1.64472e+02,1.10000e+00,1.10000e+00
-5.36871e+02,-1.62257e+02,1.10000e+00,1.10000e+00
-5.40349e+02,-1.59743e+02,1.10000e+00,1.10000e+00
-5.43476e+02,-1.56843e+02,1.10000e+00,1.10000e+00
-5.46249e+02,-1.53570e+02,1.10000e+00,1.10000e+00
-5.48736e+02,-1.50016e+02,1.10000e+00,1.10000e+00
-5.51006e+02,-1.46276e+02,1.10000e+00,1.10000e+00
-5.53123e+02,-1.42440e+02,1.10000e+00,1.10000e+00
-5.55073e+02,-1.38538e+02,1.10000e+00,1.10000e+00
-5.56783e+02,-1.34557e+02,1.10000e+00,1.10000e+00
-5.58180e+02,-1.30482e+02,1.10000e+00,1.10000e+00
-5.59191e+02,-1.26300e+02,1.10000e+00,1.10000e+00
-5.59796e+02,-1.22027e+02,1.10000e+00,1.10000e+00
-5.60008e+02,-1.17699e+02,1.10000e+00,1.10000e+00
-5.59841e+02,-1.13353e+02,1.10000e+00,1.10000e+00
-5.59309e+02,-1.09025e+02,1.10000e+00,1.10000e+00
-5.58427e+02,-1.04752e+02,1.10000e+00,1.10000e+00
-5.57209e+02,-1.00570e+02,1.10000e+00,1.10000e+00
-5.55669e+02,-9.65170e+01,1.10000e+00,1.10000e+00
-5.53823e+02,-9.26259e+01,1.10000e+00,1.10000e+00
-5.51701e+02,-8.88983e+01,1.10000e+00,1.10000e+00
-5.49342e+02,-8.53112e+01,1.10000e+00,1.10000e+00
-5.46788e+02,-8.18416e+01,1.10000e+00,1.10000e+00
-5.44078e+02,-7.84660e+01,1.10000e+00,1.10000e+00
-5.41253e+02,-7.51612e+01,1.10000e+00,1.10000e+00
-5.38353e+02,-7.19039e+01,1.10000e+00,1.10000e+00
-5.35420e+02,-6.86708e+01,1.10000e+00,1.10000e+00
-5.32490e+02,-6.54397e+01,1.10000e+00,1.10000e+00
-5.29580e+02,-6.22017e+01,1.10000e+00,1.10000e+00
-5.26686e+02,-5.89577e+01,1.10000e+00,1.10000e+00
-5.23805e+02,-5.57088e+01,1.10000e+00,1.10000e+00
-5.20935e+02,-5.24559e+01,1.10000e+00,1.10000e+00
-5.18074e+02,-4.92001e+01,1.10000e+00,1.10000e+00
-5.15217e+02,-4.59423e+01,1.10000e+00,1.10000e+00
-5.12362e+02,-4.26836e+01,1.10000e+00,1.10000e+00
-5.09508e+02,-3.94250e+01,1.10000e+00,1.10000e+00
-5.06651e+02,-3.61669e+01,1.10000e+00,1.10000e+00
-5.03794e+02,-3.29091e+01,1.10000e+00,1.10000e+00
-5.00935e+02,-2.96516e+01,1.10000e+00,1.10000e+00
-4.98075e+02,-2.63944e+01,1.10000e+00,1.10000e+00
-4.95214e+02,-2.31373e+01,1.10000e+00,1.10000e+00
-4.92352e+02,-1.98805e+01,1.10000e+00,1.10000e+00
-4.89489e+02,-1.66237e+01,1.10000e+00,1.10000e+00
-4.86625e+02,-1.33669e+01,1.10000e+00,1.10000e+00
-4.83761e+02,-1.01101e+01,1.10000e+00,1.10000e+00
-4.80897e+02,-6.85317e+00,1.10000e+00,1.10000e+00
-4.78032e+02,-3.59610e+00,1.10000e+00,1.10000e+00
-4.75167e+02,-3.38819e-01,1.10000e+00,1.10000e+00
-4.72302e+02,2.91874e+00,1.10000e+00,1.10000e+00
-4.69436e+02,6.17662e+00,1.10000e+00,1.10000e+00
-4.66571e+02,9.43491e+00,1.10000e+00,1.10000e+00
-4.63706e+02,1.26936e+01,1.10000e+00,1.10000e+00
-4.60842e+02,1.59529e+01,1.10000e+00,1.10000e+00
-4.57978e+02,1.92127e+01,1.10000e+00,1.10000e+00
-4.55115e+02,2.24731e+01,1.10000e+00,1.10000e+00
-4.52252e+02,2.57343e+01,1.10000e+00,1.10000e+00
-4.49390e+02,2.89962e+01,1.10000e+00,1.10000e+00
-4.46529e+02,3.22589e+01,1.10000e+00,1.10000e+00
-4.43669e+02,3.55224e+01,1.10000e+00,1.10000e+00
-4.40810e+02,3.87869e+01,1.10000e+00,1.10000e+00
-4.37953e+02,4.20524e+01,1.10000e+00,1.10000e+00
-4.35097e+02,4.53189e+01,1.10000e+00,1.10000e+00
-4.32242e+02,4.85865e+01,1.10000e+00,1.10000e+00
-4.29389e+02,5.18553e+01,1.10000e+00,1.10000e+00
-4.26538e+02,5.51253e+01,1.10000e+00,1.10000e+00
-4.23689e+02,5.83966e+01,1.10000e+00,1.10000e+00
-4.20841e+02,6.16692e+01,1.10000e+00,1.10000e+00
-4.17996e+02,6.49432e+01,1.10000e+00,1.10000e+00
-4.15153e+02,6.82186e+01,1.10000e+00,1.10000e+00
-4.12311e+02,7.14952e+01,1.10000e+00,1.10000e+00
-4.09471e+02,7.47728e+01,1.10000e+00,1.10000e+00
-4.06632e+02,7.80513e+01,1.10000e+00,1.10000e+00
-4.03795e+02,8.13306e+01,1.10000e+00,1.10000e+00
-4.00958e+02,8.46107e+01,1.10000e+00,1.10000e+00
-3.98122e+02,8.78912e+01,1.10000e+00,1.10000e+00
-3.95286e+02,9.11721e+01,1.10000e+00,1.10000e+00
-3.92450e+02,9.44533e+01,1.10000e+00,1.10000e+00
-3.89615e+02,9.77346e+01,1.10000e+00,1.10000e+00
-3.86779e+02,1.01016e+02,1.10000e+00,1.10000e+00
-3.83942e+02,1.04297e+02,1.10000e+00,1.10000e+00
-3.81105e+02,1.07578e+02,1.10000e+00,1.10000e+00
-3.78267e+02,1.10858e+02,1.10000e+00,1.10000e+00
-3.75428e+02,1.14138e+02,1.10000e+00,1.10000e+00
-3.72587e+02,1.17417e+02,1.10000e+00,1.10000e+00
-3.69741e+02,1.20693e+02,1.10000e+00,1.10000e+00
-3.66887e+02,1.23960e+02,1.10000e+00,1.10000e+00
-3.64021e+02,1.27215e+02,1.10000e+00,1.10000e+00
-3.61136e+02,1.30454e+02,1.10000e+00,1.10000e+00
-3.58231e+02,1.33672e+02,1.10000e+00,1.10000e+00
-3.55299e+02,1.36865e+02,1.10000e+00,1.10000e+00
-3.52338e+02,1.40028e+02,1.10000e+00,1.10000e+00
-3.49341e+02,1.43156e+02,1.10000e+00,1.10000e+00
-3.46296e+02,1.46236e+02,1.10000e+00,1.10000e+00
-3.43184e+02,1.49246e+02,1.10000e+00,1.10000e+00
-3.39987e+02,1.52167e+02,1.10000e+00,1.10000e+00
-3.36686e+02,1.54978e+02,1.10000e+00,1.10000e+00
-3.33278e+02,1.57661e+02,1.10000e+00,1.10000e+00
-3.29763e+02,1.60199e+02,1.10000e+00,1.10000e+00
-3.26144e+02,1.62574e+02,1.10000e+00,1.10000e+00
-3.22424e+02,1.64770e+02,1.10000e+00,1.10000e+00
-3.18610e+02,1.66791e+02,1.10000e+00,1.10000e+00
-3.14714e+02,1.68650e+02,1.10000e+00,1.10000e+00
-3.10744e+02,1.70364e+02,1.10000e+00,1.10000e+00
-3.06712e+02,1.71945e+02,1.10000e+00,1.10000e+00
-3.02629e+02,1.73410e+02,1.10000e+00,1.10000e+00
-2.98504e+02,1.74773e+02,1.10000e+00,1.10000e+00
-2.94348e+02,1.76048e+02,1.10000e+00,1.10000e+00
-2.90172e+02,1.77250e+02,1.10000e+00,1.10000e+00
-2.85983e+02,1.78392e+02,1.10000e+00,1.10000e+00
-2.81784e+02,1.79482e+02,1.10000e+00,1.10000e+00
-2.77575e+02,1.80529e+02,1.10000e+00,1.10000e+00
-2.73360e+02,1.81542e+02,1.10000e+00,1.10000e+00
-2.69138e+02,1.82529e+02,1.10000e+00,1.10000e+00
-2.64913e+02,1.83499e+02,1.10000e+00,1.10000e+00
-2.60686e+02,1.84460e+02,1.10000e+00,1.10000e+00
-2.56458e+02,1.85421e+02,1.10000e+00,1.10000e+00
-2.52231e+02,1.86386e+02,1.10000e+00,1.10000e+00
-2.48005e+02,1.87357e+02,1.10000e+00,1.10000e+00
-2.43779e+02,1.88332e+02,1.10000e+00,1.10000e+00
-2.39554e+02,1.89312e+02,1.10000e+00,1.10000e+00
-2.35330e+02,1.90295e+02,1.10000e+00,1.10000e+00
-2.31106e+02,1.91283e+02,1.10000e+00,1.10000e+00
-2.26882e+02,1.92273e+02,1.10000e+00,1.10000e+00
-2.22659e+02,1.93266e+02,1.10000e+00,1.10000e+00
-2.18437e+02,1.94261e+02,1.10000e+00,1.10000e+00
-2.14214e+02,1.95258e+02,1.10000e+00,1.10000e+00
-2.09992e+02,1.96257e+02,1.10000e+00,1.10000e+00
-2.05770e+02,1.97256e+02,1.10000e+00,1.10000e+00
-2.01548e+02,1.98257e+02,1.10000e+00,1.10000e+00
-1.97326e+02,1.99257e+02,1.10000e+00,1.10000e+00
-1.93104e+02,2.00258e+02,1.10000e+00,1.10000e+00
-1.88883e+02,2.01258e+02,1.10000e+00,1.10000e+00
-1.84661e+02,2.02257e+02,1.10000e+00,1.10000e+00
-1.80439e+02,2.03256e+02,1.10000e+00,1.10000e+00
-1.76217e+02,2.04253e+02,1.10000e+00,1.10000e+00
-1.71995e+02,2.05251e+02,1.10000e+00,1.10000e+00
-1.67773e+02,2.06247e+02,1.10000e+00,1.10000e+00
-1.63551e+02,2.07243e+02,1.10000e+00,1.10000e+00
-1.59328e+02,2.08238e+02,1.10000e+00,1.10000e+00
-1.55106e+02,2.09233e+02,1.10000e+00,1.10000e+00
-1.50884e+02,2.10227e+02,1.10000e+00,1.10000e+00
-1.46662e+02,2.11221e+02,1.10000e+00,1.10000e+00
-1.42439e+02,2.12215e+02,1.10000e+00,1.10000e+00
-1.38217e+02,2.13208e+02,1.10000e+00,1.10000e+00
-1.33994e+02,2.14200e+02,1.10000e+00,1.10000e+00
-1.29772e+02,2.15193e+02,1.10000e+00,1.10000e+00
-1.25549e+02,2.16185e+02,1.10000e+00,1.10000e+00
-1.21327e+02,2.17177e+02,1.10000e+00,1.10000e+00
-1.17104e+02,2.18169e+02,1.10000e+00,1.10000e+00
-1.12881e+02,2.19160e+02,1.10000e+00,1.10000e+00
-1.08658e+02,2.20152e+02,1.10000e+00,1.10000e+00
-1.04436e+02,2.21143e+02,1.10000e+00,1.10000e+00
-1.00213e+02,2.22135e+02,1.10000e+00,1.10000e+00
